NCES School ID,State School ID,NCES District ID,State District ID,Low Grade*,High Grade*,School Name,District,County Name*,Street Address,City,State,ZIP,ZIP 4-digit,Locale Code*,Locale*,Charter,Title I School*,Title 1 School Wide*,Students*,Teachers*,Student Teacher Ratio*,Free Lunch*,Reduced Lunch*
1.30E+11,119,1300231,7820119,9,12,PROVOST ACADEMY GEORGIA,STATE CHARTER SCHOOLS- PROVOST ACADEMY GEORGIA,FULTON COUNTY,100 EDGEWOOD AVE NE STE 915,ATLANTA,GA,30303,,11,City: Large,Yes,Yes,No,1741,9,193.4,1158,308
1.30E+11,409,1302550,667,PK,5,PUCKETT'S MILL ELEMENTARY SCHOOL,GWINNETT COUNTY,GWINNETT COUNTY,2442 S PUCKETTS MILL RD,DACULA,GA,30019,,21,Suburb: Large,No,No,NA,1011,60.2,16.8,99,33
1.30E+11,3050,1304220,716,PK,5,PULASKI COUNTY ELEMENTARY SCHOOL,PULASKI COUNTY,PULASKI COUNTY,280 BROAD ST,HAWKINSVILLE,GA,31036,,32,Town: Distant,No,Yes,Yes,697,46.5,15,468,44
1.30E+11,195,1304220,716,6,8,PULASKI COUNTY MIDDLE SCHOOL,PULASKI COUNTY,PULASKI COUNTY,8 RED DEVIL DR,HAWKINSVILLE,GA,31036,,32,Town: Distant,No,Yes,Yes,313,18.7,16.7,210,34
1.30E+11,116,1301020,625,PK,5,PULASKI ELEMENTARY SCHOOL,CHATHAM COUNTY,CHATHAM COUNTY,1001 TIBET AVE,SAVANNAH,GA,31419,5139,12,City: Midsize,No,Yes,Yes,738,48,15.4,433,94
1.30E+11,113,1304260,717,3,5,PUTNAM COUNTY ELEMENTARY SCHOOL,PUTNAM COUNTY,PUTNAM COUNTY,314 S WASHINGTON AVE,EATONTON,GA,31024,,32,Town: Distant,No,Yes,Yes,609,41,14.9,439,52
1.30E+11,114,1304260,717,9,12,PUTNAM COUNTY HIGH SCHOOL,PUTNAM COUNTY,PUTNAM COUNTY,300 WAR EAGLE RD,EATONTON,GA,31024,,42,Rural: Distant,No,Yes,Yes,683,50.3,13.6,456,62
1.30E+11,111,1304260,717,6,8,PUTNAM COUNTY MIDDLE SCHOOL,PUTNAM COUNTY,PUTNAM COUNTY,140 SPARTA HWY,EATONTON,GA,31024,,41,Rural: Fringe,No,Yes,Yes,645,40.8,15.8,431,68
1.30E+11,112,1304260,717,PK,2,PUTNAM COUNTY PRIMARY SCHOOL,PUTNAM COUNTY,PUTNAM COUNTY,162 OLD GLENWOOD SPRINGS RD,EATONTON,GA,31024,,41,Rural: Fringe,No,Yes,Yes,858,60,14.3,633,61
1.30E+11,195,1302880,676,PK,5,QUAIL RUN ELEMENTARY SCHOOL,HOUSTON COUNTY,HOUSTON COUNTY,250 SMITHVILLE CHURCH RD,WARNER ROBINS,GA,31088,7802,13,City: Small,No,No,NA,749,50,15,282,70
1.30E+11,199,1304290,718,PK,8,QUITMAN COUNTY ELEMENTARY,QUITMAN COUNTY,QUITMAN COUNTY,173 KAIGLER RD,GEORGETOWN,GA,39854,,33,Town: Remote,No,Yes,Yes,252,19.8,12.7,249,0
1.30E+11,110,1304290,718,9,12,QUITMAN COUNTY HIGH SCHOOL,QUITMAN COUNTY,QUITMAN COUNTY,173 KAIGLER RD,GEORGETOWN,GA,39854,,33,Town: Remote,No,Yes,Yes,80,5,16,77,0
1.30E+11,193,1300540,614,PK,5,QUITMAN ELEMENTARY SCHOOL,BROOKS COUNTY,BROOKS COUNTY,2200 MOULTRIE HWY,QUITMAN,GA,31643,9638,41,Rural: Fringe,No,Yes,Yes,725,43.6,16.6,693,0
1.30E+11,198,1301110,628,PK,6,R. M. MOORE ELEMENTARY SCHOOL,CHEROKEE COUNTY,CHEROKEE COUNTY,1375 PUCKETT RD,WALESKA,GA,30183,,41,Rural: Fringe,No,Yes,Yes,550,35.7,15.4,219,63
1.30E+11,105,1304320,719,3,6,RABUN COUNTY ELEMENTARY SCHOOL,RABUN COUNTY,RABUN COUNTY,1115 E BOGGS MOUNTAIN RD,TIGER,GA,30576,,41,Rural: Fringe,No,Yes,Yes,667,50.1,13.3,417,65
1.30E+11,177,1304320,719,9,12,RABUN COUNTY HIGH SCHOOL,RABUN COUNTY,RABUN COUNTY,230 WILDCAT HILL DR,TIGER,GA,30576,9720,41,Rural: Fringe,No,No,NA,662,46.4,14.3,319,81
1.30E+11,100,1304320,719,7,8,RABUN COUNTY MIDDLE SCHOOL,RABUN COUNTY,RABUN COUNTY,95 WILDCAT PRIDE WAY,TIGER,GA,30576,,41,Rural: Fringe,No,No,NA,350,26.6,13.2,180,46
1.30E+11,114,1304320,719,PK,2,RABUN COUNTY PRIMARY SCHOOL,RABUN COUNTY,RABUN COUNTY,801 E BOGGS MOUNTAIN RD,TIGER,GA,30576,,41,Rural: Fringe,No,Yes,Yes,592,39,15.2,370,69
1.30E+11,5058,1301830,647,PK,5,RADIUM SPRINGS ELEMENTARY SCHOOL,DOUGHERTY COUNTY,DOUGHERTY COUNTY,2400 ROXANNA RD,ALBANY,GA,31705,4574,23,Suburb: Small,No,Yes,Yes,621,39.1,15.9,618,0
1.30E+11,106,1301830,647,6,8,RADIUM SPRINGS MIDDLE SCHOOL,DOUGHERTY COUNTY,DOUGHERTY COUNTY,2600 RADIUM SPRINGS RD,ALBANY,GA,31705,,23,Suburb: Small,No,Yes,Yes,735,44,16.7,732,0
1.30E+11,4064,1301740,644,PK,5,RAINBOW ELEMENTARY SCHOOL,DEKALB COUNTY,DEKALB COUNTY,2801 KELLEY CHAPEL RD,DECATUR,GA,30034,2240,21,Suburb: Large,No,Yes,Yes,472,33.7,14,404,11
1.30E+11,6001,1301110,628,NA,NA,RALPH BUNCHE CENTER,CHEROKEE COUNTY,CHEROKEE COUNTY,400 BELLETTA DR,CANTON,GA,30114,,21,Suburb: Large,No,NA,NA,NA,28,NA,NA,NA
1.30E+11,201,1304350,720,9,12,RANDOLPH CLAY HIGH SCHOOL,RANDOLPH COUNTY,RANDOLPH COUNTY,3451 GA HIGHWAY 266,CUTHBERT,GA,39840,,32,Town: Distant,No,Yes,Yes,345,22.5,15.3,280,28
1.30E+11,101,1304350,720,6,8,RANDOLPH CLAY MIDDLE SCHOOL,RANDOLPH COUNTY,RANDOLPH COUNTY,3451 GA HIGHWAY 266,CUTHBERT,GA,39840,,32,Town: Distant,No,Yes,Yes,208,12.5,16.6,177,18
1.30E+11,2050,1304350,720,PK,5,RANDOLPH COUNTY ELEMENTARY SCHOOL,RANDOLPH COUNTY,RANDOLPH COUNTY,214 N HIGHLAND AVE,CUTHBERT,GA,39840,,32,Town: Distant,No,Yes,Yes,566,28,20.2,479,41
1.30E+11,390,1302280,660,PK,5,RANDOLPH ELEMENTARY SCHOOL,FULTON COUNTY,FULTON COUNTY,5320 CAMPBELLTON RD SW,ATLANTA,GA,30331,7714,21,Suburb: Large,No,Yes,Yes,622,40.3,15.4,403,51
1.30E+11,190,1302430,664,PK,5,RED BUD ELEMENTARY SCHOOL,GORDON COUNTY,GORDON COUNTY,4151 RED BUD RD NE,CALHOUN,GA,30701,9611,41,Rural: Fringe,No,Yes,Yes,602,37.5,16.1,381,40
1.30E+11,115,1302430,664,6,7,RED BUD MIDDLE SCHOOL,GORDON COUNTY,GORDON COUNTY,430 FLOYD RD NE,CALHOUN,GA,30701,,41,Rural: Fringe,No,Yes,No,558,36.4,15.3,270,80
1.30E+11,403,1302820,675,PK,5,RED OAK ELEMENTARY SCHOOL,HENRY COUNTY,HENRY COUNTY,175 MONARCH VILLAGE WAY,STOCKBRIDGE,GA,30281,,21,Suburb: Large,No,Yes,No,842,53.3,15.8,429,104
1.30E+11,5064,1301740,644,PK,5,REDAN ELEMENTARY SCHOOL,DEKALB COUNTY,DEKALB COUNTY,1914 STONE MOUNTAIN LITHONIA,LITHONIA,GA,30058,,21,Suburb: Large,No,Yes,Yes,506,33.1,15.3,467,10
1.30E+11,176,1301740,644,9,12,REDAN HIGH SCHOOL,DEKALB COUNTY,DEKALB COUNTY,5247 REDAN RD,STONE MOUNTAIN,GA,30088,2803,21,Suburb: Large,No,Yes,Yes,1143,66,17.3,819,82
1.30E+11,205,1301740,644,6,8,REDAN MIDDLE SCHOOL,DEKALB COUNTY,DEKALB COUNTY,1775 YOUNG RD,LITHONIA,GA,30058,,21,Suburb: Large,No,Yes,Yes,836,48.5,17.2,693,38
1.30E+11,1066,1303870,706,PK,5,REESE ROAD LEADERSHIP ACADEMY,MUSCOGEE COUNTY,MUSCOGEE COUNTY,3100 REESE RD,COLUMBUS,GA,31907,1610,12,City: Midsize,No,No,NA,564,33,17.1,308,67
1.30E+11,110,1302520,726,6,8,REHOBOTH ROAD MIDDLE SCHOOL,SPALDING COUNTY,SPALDING COUNTY,1500 REHOBOTH RD,GRIFFIN,GA,30224,,41,Rural: Fringe,No,Yes,Yes,725,41.5,17.5,407,61
1.30E+11,601,1304770,732,PK,5,REIDSVILLE ELEMENTARY SCHOOL,TATTNALL COUNTY,TATTNALL COUNTY,147 CHANDLER AVE,REIDSVILLE,GA,30453,,32,Town: Distant,No,Yes,Yes,799,48.8,16.4,709,0
1.30E+11,101,1304770,732,6,8,REIDSVILLE MIDDLE SCHOOL,TATTNALL COUNTY,TATTNALL COUNTY,P. O. BOX 369,REIDSVILLE,GA,30453,,41,Rural: Fringe,No,Yes,Yes,319,22.9,13.9,283,0
1.30E+11,109,1302280,660,PK,5,RENAISSANCE ES,FULTON COUNTY,FULTON COUNTY,7250 HALL RD,FAIRBURN,GA,30213,,41,Rural: Fringe,No,Yes,Yes,811,53.1,15.3,532,65
1.30E+11,107,1302280,660,6,8,RENAISSANCE MIDDLE SCHOOL,FULTON COUNTY,FULTON COUNTY,7155 HALL RD,FAIRBURN,GA,30213,,41,Rural: Fringe,No,Yes,Yes,1267,84.9,14.9,936,96
1.30E+11,1552,1301680,773,6,8,RENFROE MIDDLE SCHOOL,DECATUR CITY,DEKALB COUNTY,220 W COLLEGE AVE,DECATUR,GA,30030,5232,21,Suburb: Large,No,Yes,No,860,62,13.9,173,28
1.30E+11,207,1301230,631,6,8,REX MILL MIDDLE SCHOOL,CLAYTON COUNTY,CLAYTON COUNTY,6380 EVANS DR,REX,GA,30273,,21,Suburb: Large,No,Yes,Yes,1108,62,17.9,1105,0
1.30E+11,5067,1300420,611,PK,5,RICE ELEMENTARY SCHOOL,BIBB COUNTY,BIBB COUNTY,3750 JESSIE RICE ST,MACON,GA,31206,3820,13,City: Small,No,Yes,Yes,511,29.4,17.4,499,8
1.30E+11,188,1302550,667,6,8,RICHARDS MIDDLE SCHOOL,GWINNETT COUNTY,GWINNETT COUNTY,3555 SUGARLOAF PKWY,LAWRENCEVILLE,GA,30044,,21,Suburb: Large,No,Yes,Yes,1500,89.5,16.8,1083,145
1.30E+11,2066,1303870,706,6,8,RICHARDS MIDDLE SCHOOL,MUSCOGEE COUNTY,MUSCOGEE COUNTY,2892 EDGEWOOD RD,COLUMBUS,GA,31906,1225,12,City: Midsize,No,No,NA,765,51.5,14.9,463,44
1.30E+11,213,1304380,721,9,10,RICHMOND COUNTY TECHNICAL CAREER MAGNET SCHOOL,RICHMOND COUNTY,RICHMOND COUNTY,2500 LUMPKIN RD,AUGUSTA,GA,30906,,12,City: Midsize,No,No,NA,214,17.9,12,207,0
1.30E+11,302,1300570,615,2,3,RICHMOND HILL ELEMENTARY SCHOOL,BRYAN COUNTY,BRYAN COUNTY,473 FRANCES MEEKS WAY,RICHMOND HILL,GA,31324,,21,Suburb: Large,No,No,NA,894,54,16.6,208,73
1.30E+11,182,1300570,615,9,12,RICHMOND HILL HIGH SCHOOL,BRYAN COUNTY,BRYAN COUNTY,1 WILDCAT DR,RICHMOND HILL,GA,31324,1799,21,Suburb: Large,No,No,NA,1832,86.5,21.2,289,142
1.30E+11,199,1300570,615,6,8,RICHMOND HILL MIDDLE SCHOOL,BRYAN COUNTY,BRYAN COUNTY,503 WARREN HILL DRIVE,RICHMOND HILL,GA,31324,,41,Rural: Fringe,No,No,NA,1496,81.8,18.3,333,153
1.30E+11,202,1300570,615,PK,1,RICHMOND HILL PRIMARY SCHOOL,BRYAN COUNTY,BRYAN COUNTY,471 FRANCES MEEKS WAY,RICHMOND HILL,GA,31324,1809,21,Suburb: Large,No,No,NA,1034,45.9,22.5,246,87
1.31E+11,4050,1305490,750,3,5,RIDGE ROAD ELEMENTARY SCHOOL,WASHINGTON COUNTY,WASHINGTON COUNTY,285 RIDGE RD.,SANDERSVILLE,GA,31082,1851,41,Rural: Fringe,No,Yes,Yes,697,39.2,17.8,645,0
1.31E+11,2050,1305490,750,PK,2,RIDGE ROAD PRIMARY SCHOOL,WASHINGTON COUNTY,WASHINGTON COUNTY,P.O. BOX 856,SANDERSVILLE,GA,31082,856,41,Rural: Fringe,No,Yes,Yes,903,53,17,836,0
1.31E+11,190,1305370,746,9,12,RIDGELAND HIGH SCHOOL,WALKER COUNTY,WALKER COUNTY,2478 HAPPY VALLEY RD,ROSSVILLE,GA,30741,,41,Rural: Fringe,No,No,NA,1325,85.4,15.5,779,156
1.30E+11,286,1302280,660,6,8,RIDGEVIEW CHARTER SCHOOL,FULTON COUNTY,FULTON COUNTY,5340 TRIMBLE RD NE,ATLANTA,GA,30342,1413,13,City: Small,Yes,Yes,Yes,1096,79.5,13.8,598,23
1.30E+11,3066,1303870,706,PK,5,RIGDON ROAD ELEMENTARY SCHOOL,MUSCOGEE COUNTY,MUSCOGEE COUNTY,1320 RIGDON RD,COLUMBUS,GA,31906,2677,12,City: Midsize,No,Yes,Yes,508,33.5,15.2,505,0
1.30E+11,805,1300420,611,PK,5,RILEY ELEMENTARY SCHOOL,BIBB COUNTY,BIBB COUNTY,3522 GREENBRIAR RD,MACON,GA,31204,4204,13,City: Small,No,Yes,Yes,420,23.5,17.9,399,10
1.30E+11,4050,1301980,651,PK,5,RINCON ELEMENTARY SCHOOL,EFFINGHAM COUNTY,EFFINGHAM COUNTY,501 RICHLAND AVE,RINCON,GA,31326,9017,31,Town: Fringe,No,Yes,Yes,576,43.9,13.1,235,59
1.30E+11,3052,1300930,623,3,5,RINGGOLD ELEMENTARY SCHOOL,CATOOSA COUNTY,CATOOSA COUNTY,322 EVITT LN,RINGGOLD,GA,30736,2820,41,Rural: Fringe,No,Yes,Yes,471,30.6,15.4,169,69
1.30E+11,4052,1300930,623,9,12,RINGGOLD HIGH SCHOOL,CATOOSA COUNTY,CATOOSA COUNTY,29 TIGER TRL,RINGGOLD,GA,30736,2024,21,Suburb: Large,No,No,NA,995,65.2,15.3,334,106
1.30E+11,5052,1300930,623,6,8,RINGGOLD MIDDLE SCHOOL,CATOOSA COUNTY,CATOOSA COUNTY,217 TIGER TRL,RINGGOLD,GA,30736,,21,Suburb: Large,No,Yes,Yes,767,50,15.3,326,104
1.30E+11,100,1300930,623,PK,2,RINGGOLD PRIMARY SCHOOL,CATOOSA COUNTY,CATOOSA COUNTY,340 EVITT LN,RINGGOLD,GA,30736,,41,Rural: Fringe,No,Yes,Yes,566,37.7,15,242,50
1.30E+11,298,1302130,656,6,8,RISING STARR MIDDLE SCHOOL,FAYETTE COUNTY,FAYETTE COUNTY,183 PANTHER PATH,FAYETTEVILLE,GA,30215,,41,Rural: Fringe,No,No,NA,969,61.5,15.8,88,16
1.30E+11,116,1302400,663,6,8,RISLEY MIDDLE SCHOOL,GLYNN COUNTY,GLYNN COUNTY,707 SOUTHPORT PKWY,BRUNSWICK,GA,31523,,41,Rural: Fringe,No,Yes,Yes,614,37.9,16.2,315,54
1.30E+11,397,1302280,660,PK,5,RIVER EVES ELEMENTARY SCHOOL,FULTON COUNTY,FULTON COUNTY,9000 EVES RD,ROSWELL,GA,30076,3335,13,City: Small,No,Yes,Yes,847,60.4,14,311,49
1.30E+11,106,1301410,636,PK,5,RIVER RIDGE ELEMENTARY,COLUMBIA COUNTY,COLUMBIA COUNTY,4109 MULLIKIN RD,EVANS,GA,30809,,21,Suburb: Large,No,No,NA,723,38.7,18.7,79,32
1.30E+11,115,1301110,628,9,12,RIVER RIDGE HIGH SCHOOL,CHEROKEE COUNTY,CHEROKEE COUNTY,400 ARNOLD MILL ROAD,WOODSTOCK,GA,30188,,21,Suburb: Large,No,No,NA,1543,86,17.9,288,93
1.30E+11,4066,1303870,706,PK,5,RIVER ROAD ELEMENTARY SCHOOL,MUSCOGEE COUNTY,MUSCOGEE COUNTY,516 HEATH DR,COLUMBUS,GA,31904,4844,12,City: Midsize,No,Yes,No,433,28.6,15.1,296,40
1.30E+11,402,1302280,660,6,8,RIVER TRAIL MIDDLE SCHOOL,FULTON COUNTY,FULTON COUNTY,10795 ROGERS CIR,DULUTH,GA,30097,,21,Suburb: Large,No,No,NA,1443,100.5,14.4,78,23
1.30E+11,195,1301230,631,PK,5,RIVER'S EDGE ELEMENTARY SCHOOL,CLAYTON COUNTY,CLAYTON COUNTY,205 NORTHBRIDGE RD,FAYETTEVILLE,GA,30215,6666,21,Suburb: Large,No,Yes,Yes,609,34.6,17.6,606,0
1.30E+11,3056,1302610,669,PK,5,RIVERBEND ELEMENTARY SCHOOL,HALL COUNTY,HALL COUNTY,1742 CLEVELAND HWY,GAINESVILLE,GA,30501,,22,Suburb: Midsize,No,Yes,Yes,428,27.5,15.6,264,29
1.30E+11,2060,1301230,631,PK,5,RIVERDALE ELEMENTARY SCHOOL,CLAYTON COUNTY,CLAYTON COUNTY,6253 GARDEN WALK BLVD,RIVERDALE,GA,30274,2404,21,Suburb: Large,No,Yes,Yes,681,38.6,17.6,678,0
1.30E+11,377,1301230,631,9,12,RIVERDALE HIGH SCHOOL,CLAYTON COUNTY,CLAYTON COUNTY,160 ROBERTS DR,RIVERDALE,GA,30274,3302,21,Suburb: Large,No,Yes,Yes,1393,68.8,20.2,1390,0
1.30E+11,3060,1301230,631,6,8,RIVERDALE MIDDLE SCHOOL,CLAYTON COUNTY,CLAYTON COUNTY,400 ROBERTS DR,RIVERDALE,GA,30274,3308,21,Suburb: Large,No,Yes,Yes,712,43,16.6,709,0
1.30E+11,1066,1300120,761,PK,5,RIVERS ELEMENTARY SCHOOL,ATLANTA PUBLIC SCHOOLS,FULTON COUNTY,8 PEACHTREE BATTLE AVE NW,ATLANTA,GA,30305,4110,11,City: Large,No,Yes,Yes,667,46,14.5,232,39
1.30E+11,194,1301410,636,PK,5,RIVERSIDE ELEMENTARY SCHOOL,COLUMBIA COUNTY,COLUMBIA COUNTY,4431 HARDY MCMANUS RD,EVANS,GA,30809,5019,21,Suburb: Large,No,No,NA,607,33.6,18.1,65,22
1.30E+11,400,1302550,667,PK,5,RIVERSIDE ELEMENTARY SCHOOL,GWINNETT COUNTY,GWINNETT COUNTY,5445 SETTLES BRIDGE RD,SUWANEE,GA,30024,,21,Suburb: Large,No,No,NA,1109,69.5,16,64,34
1.30E+11,102,1301290,633,2,5,RIVERSIDE INTERMEDIATE SCHOOL,COBB COUNTY,COBB COUNTY,285 S GORDON RD SW,MABLETON,GA,30126,,21,Suburb: Large,No,Yes,Yes,1133,70,16.2,1007,61
1.30E+11,193,1301410,636,6,8,RIVERSIDE MIDDLE SCHOOL,COLUMBIA COUNTY,COLUMBIA COUNTY,1095 FURYS FERRY RD,EVANS,GA,30809,4845,21,Suburb: Large,No,No,NA,746,43.1,17.3,82,24
1.30E+11,307,1301290,633,PK,1,RIVERSIDE PRIMARY SCHOOL,COBB COUNTY,COBB COUNTY,461 S GORDON RD SW,MABLETON,GA,30126,,21,Suburb: Large,No,Yes,Yes,700,48.6,14.4,634,31
1.30E+11,111,1301650,642,PK,5,RIVERVIEW ELEMENTARY SCHOOL,DAWSON COUNTY,DAWSON COUNTY,370 DAWSON FORREST ROAD,DAWSONVILLE,GA,30534,,41,Rural: Fringe,No,Yes,Yes,346,27.6,12.5,170,26
1.30E+11,106,1301650,642,6,8,RIVERVIEW MIDDLE SCHOOL,DAWSON COUNTY,DAWSON COUNTY,5126 HIGHWAY 9 S,DAWSONVILLE,GA,30534,14,41,Rural: Fringe,No,No,NA,408,31.8,12.8,169,31
1.30E+11,105,1302220,658,6,8,RIVERWATCH MIDDLE SCHOOL,FORSYTH COUNTY,FORSYTH COUNTY,610 JAMES BURGESS RD,SUWANEE,GA,30024,,21,Suburb: Large,No,No,NA,1449,77.8,18.6,77,20
1.30E+11,3066,1302280,660,9,12,RIVERWOOD INTERNATIONAL CHARTER SCHOOL,FULTON COUNTY,FULTON COUNTY,5900 HEARDS DR NW,ATLANTA,GA,30328,4713,13,City: Small,No,No,NA,1672,91.1,18.4,591,46
1.30E+11,1052,1301620,772,PK,5,ROAN ELEMENTARY SCHOOL,DALTON CITY,WHITFIELD COUNTY,1116 ROAN ST,DALTON,GA,30721,3810,13,City: Small,No,Yes,Yes,516,39.1,13.2,416,76
1.30E+11,103,1301830,647,6,8,ROBERT A. CROSS MIDDLE MAGNET,DOUGHERTY COUNTY,DOUGHERTY COUNTY,324 LOCKETT STATION RD,ALBANY,GA,31721,,23,Suburb: Small,No,No,NA,512,29.4,17.4,509,0
1.30E+11,291,1302130,656,PK,5,ROBERT J. BURCH ELEMENTARY SCHOOL,FAYETTE COUNTY,FAYETTE COUNTY,330 JENKINS RD,TYRONE,GA,30290,9780,41,Rural: Fringe,No,Yes,Yes,526,38,13.8,256,35
1.30E+11,399,1301740,644,PK,5,ROBERT SHAW THEME SCHOOL,DEKALB COUNTY,DEKALB COUNTY,385 GLENDALE RD,SCOTTDALE,GA,30079,,21,Suburb: Large,No,Yes,Yes,483,32.5,14.9,388,27
1.30E+11,200,1301230,631,PK,5,ROBERTA T. SMITH ELEMENTARY SCHOOL,CLAYTON COUNTY,CLAYTON COUNTY,6340 HIGHWAY 42,REX,GA,30273,,21,Suburb: Large,No,Yes,Yes,930,53.8,17.3,927,0
1.30E+11,1014,1302550,667,PK,5,ROBERTS ELEMENTARY SCHOOL,GWINNETT COUNTY,GWINNETT COUNTY,251 HIGHWAY 23 NE,SUWANEE,GA,30024,,21,Suburb: Large,No,No,NA,800,49.5,16.2,121,41
1.30E+11,189,1301650,642,PK,5,ROBINSON ELEMENTARY SCHOOL,DAWSON COUNTY,DAWSON COUNTY,1150 PERIMETER RD,DAWSONVILLE,GA,30534,16,41,Rural: Fringe,No,Yes,Yes,612,37,16.5,255,88
1.30E+11,3065,1301740,644,PK,5,ROCK CHAPEL ELEMENTARY SCHOOL,DEKALB COUNTY,DEKALB COUNTY,1130 ROCK CHAPEL RD,LITHONIA,GA,30058,5886,41,Rural: Fringe,No,Yes,Yes,495,32.2,15.4,391,39
1.30E+11,509,1302820,675,PK,5,ROCK SPRING ELEMENTARY,HENRY COUNTY,HENRY COUNTY,1550 STROUD RD,MCDONOUGH,GA,30252,,21,Suburb: Large,No,No,NA,701,37,18.9,229,41
1.31E+11,100,1305370,746,PK,5,ROCK SPRING ELEMENTARY SCHOOL,WALKER COUNTY,WALKER COUNTY,372 HIGHWAY 95,ROCK SPRING,GA,30739,,41,Rural: Fringe,No,Yes,Yes,436,34.2,12.7,225,52
1.30E+11,100,1302550,667,PK,5,ROCK SPRINGS ELEMENTARY SCHOOL,GWINNETT COUNTY,GWINNETT COUNTY,888 ROCK SPRINGS RD,LAWRENCEVILLE,GA,30043,,21,Suburb: Large,No,No,NA,852,62.4,13.7,320,79
1.30E+11,1058,1302550,667,PK,5,ROCKBRIDGE ELEMENTARY SCHOOL,GWINNETT COUNTY,GWINNETT COUNTY,6066 ROCKBRIDGE SCHOOL RD,NORCROSS,GA,30093,2019,21,Suburb: Large,No,Yes,Yes,1070,80.9,13.2,973,34
1.30E+11,272,1301740,644,PK,5,ROCKBRIDGE ELEMENTARY SCHOOL,DEKALB COUNTY,DEKALB COUNTY,445 HALWICK WAY,STONE MOUNTAIN,GA,30083,4381,21,Suburb: Large,No,Yes,Yes,442,30.3,14.6,400,20
1.30E+11,3052,1304410,722,9,12,ROCKDALE COUNTY HIGH SCHOOL,ROCKDALE COUNTY,ROCKDALE COUNTY,1174 BULLDOG CIR NE,CONYERS,GA,30012,,21,Suburb: Large,No,No,NA,1920,102.8,18.7,1054,165
1.30E+11,414,1300026,891,7,9,ROCKDALE RYDC,DEPARTMENT OF JUVENILE JUSTICE,ROCKDALE COUNTY,2165 CHAMBERS DR NW,CONYERS,GA,30012,,21,Suburb: Large,No,Yes,No,5,n/a,NA,0,0
1.30E+11,102,1304200,715,9,12,ROCKMART HIGH SCHOOL,POLK COUNTY,POLK COUNTY,990 CARTERSVILLE HWY,ROCKMART,GA,30153,2816,41,Rural: Fringe,No,Yes,Yes,892,47.5,18.8,741,0
1.30E+11,104,1304200,715,6,8,ROCKMART MIDDLE SCHOOL,POLK COUNTY,POLK COUNTY,60 KNOX MOUNTAIN RD,ROCKMART,GA,30153,,41,Rural: Fringe,No,Yes,Yes,705,42.5,16.6,586,0
1.30E+11,103,1303960,708,KG,5,ROCKY BRANCH ELEMENTARY SCHOOL,OCONEE COUNTY,OCONEE COUNTY,5250 HOG MOUNTAIN RD,WATKINSVILLE,GA,30677,,41,Rural: Fringe,No,No,NA,631,36.5,17.3,104,22
1.30E+11,211,1302820,675,PK,5,ROCKY CREEK ELEMENTARY,HENRY COUNTY,HENRY COUNTY,803 HAMPTON LOCUST GROVE RD,HAMPTON,GA,30228,,41,Rural: Fringe,No,Yes,Yes,695,43,16.2,344,42
1.30E+11,378,1301290,633,PK,5,ROCKY MOUNT ELEMENTARY SCHOOL,COBB COUNTY,COBB COUNTY,2400 ROCKY MOUNTAIN RD NE,MARIETTA,GA,30066,2132,21,Suburb: Large,No,No,NA,591,43.5,13.6,58,18
1.30E+11,106,1303930,707,PK,5,ROCKY PLAINS ELEMENTARY SCHOOL,NEWTON COUNTY,NEWTON COUNTY,5300 HIGHWAY 162 S,COVINGTON,GA,30016,,41,Rural: Fringe,No,Yes,Yes,738,47.2,15.6,443,90
1.30E+11,204,1304020,710,PK,5,ROLAND W. RUSSOM ELEMENTARY,PAULDING COUNTY,PAULDING COUNTY,44 RUSSOM ELEM. SCHOOL LN.,DALLAS,GA,30132,,21,Suburb: Large,No,No,NA,837,55,15.2,200,44
1.30E+11,1062,1304380,721,PK,5,ROLLINS ELEMENTARY SCHOOL,RICHMOND COUNTY,RICHMOND COUNTY,2160 MURA DR,AUGUSTA,GA,30906,4816,12,City: Midsize,No,Yes,Yes,486,26.5,18.3,471,0
1.30E+11,6595,1304440,785,NA,NA,ROME CITY TRANSITIONAL ACADEMY,ROME CITY,FLOYD COUNTY,1162 SPIDER WEB DRIVE,ROME,GA,30161,,13,City: Small,No,NA,NA,NA,10,NA,NA,NA
1.30E+11,193,1304440,785,9,12,ROME HIGH SCHOOL,ROME CITY,FLOYD COUNTY,1000 VETERANS MEMORIAL HWY NE,ROME,GA,30161,4973,13,City: Small,No,Yes,Yes,1553,81.5,19.1,898,99
1.30E+11,293,1304440,785,7,8,ROME MIDDLE SCHOOL,ROME CITY,FLOYD COUNTY,1020 VETERANS MEMORIAL HWY NE,ROME,GA,30161,4973,13,City: Small,No,Yes,Yes,923,59,15.6,612,75
1.30E+11,409,1301740,644,PK,5,RONALD E MCNAIR DISCOVER LEARNING ACADEMY ELEMENTA,DEKALB COUNTY,DEKALB COUNTY,2162 SECOND AVE,DECATUR,GA,30032,,21,Suburb: Large,No,Yes,Yes,822,47.8,17.2,810,0
1.30E+11,377,1300840,622,PK,5,ROOPVILLE ELEMENTARY SCHOOL,CARROLL COUNTY,CARROLL COUNTY,60 OLD CARROLLTON RD,ROOPVILLE,GA,30170,2125,42,Rural: Distant,No,Yes,Yes,414,26.2,15.8,217,24
